QuestionID,PassageID,QuestionText,Answer,Solution,PassageText
RCQ114,RCP22,"Which of the following hypothetical experiments most clearly exemplifies the method of identifying species’ roles that the author considers problematic?
(A) A population of seals in an Arctic habitat is counted in order to determine whether it is the dominant species in that ecosystem.
(B) A species of fish that is a keystone species in one marine ecosystem is introduced into another marine ecosystem to see whether the species will come to occupy a keystone role.
(C) In order to determine whether a species of monkey is a keystone species within a particular ecosystem, the monkeys are removed from that ecosystem and the ecosystem is then studied.
(D) Different mountain ecosystems are compared to determine how geography affects a particular species’ ability to dominate its ecosystem.
(E) In a grassland experiencing a changing climate, patterns of species extinction are traced in order to evaluate the effect of climate changes on keystone species in that grassland.",C,"Application

Answering this question depends on recognizing what the author says about identifying species’ roles in habitats and then extending that to another situation. The author considers a particular method of studying keystone species problematic: removing a suspected keystone species from its habitat and observing what happens to the ecosystem. The author finds this problematic because interactions among species are complex.

A The author does not discuss counting the members of a population as a problematic way of determining whether that population is a dominant species.
B The method that the author finds problematic has to do with observing what happens to an ecosystem when a keystone species is removed from it, not with observing what happens to a different ecosystem when the species is introduced into it.
C Correct. The author states explicitly that removing a species from a habitat in order to determine its keystone status is problematic. Removing the monkeys from their habitat is a clear example of this problematic practice.
D Comparison of habitats in order to determine geography’s effect on a particular species’ dominance would most likely find favor with the author, for this is the approach the author seems to advocate in investigating P. ochraceus ’s keystone status.
E The author does not discuss tracing patterns of extinction or changing climates in the passage.

The correct answer is C.","While the most abundant and dominant species
 within a particular ecosystem is often crucial in
 perpetuating the ecosystem, a “keystone” species,
 here defined as one whose effects are much larger
 than would be predicted from its abundance, can
 also play a vital role. But because complex species
 interactions may be involved, identifying a keystone
 species by removing the species and observing
 changes in the ecosystem is problematic. It might
 seem that certain traits would clearly define a
 species as a keystone species; for example,
 Pisaster ochraceus is often a keystone predator
 because it consumes and suppresses mussel
 populations, which in the absence of this starfish
 can be a dominant species. But such predation on a
 dominant or potentially dominant species occurs in
 systems that do as well as in systems that do not
 have species that play keystone roles. Moreover,
 whereas P. ochraceus occupies an unambiguous
 keystone role on wave-exposed rocky headlands,
 in more wave-sheltered habitats the impact of
 P. ochraceus predation is weak or nonexistent,
 and at certain sites sand burial is responsible for
 eliminating mussels. Keystone status appears to
 depend on context, whether of particular
 geography or of such factors as community
 diversity (for example, a reduction in species
 diversity may thrust more of the remaining species
 into keystone roles) and length of species
 interaction (since newly arrived species in particular
 may dramatically affect ecosystems)."
RCQ115,RCP22,"Which of the following, if true, would most clearly support the argument about keystone status advanced in the last sentence of the passage (lines 24–31)?
(A) A species of bat is primarily responsible for keeping insect populations within an ecosystem low, and the size of the insect population in turn affects bird species within that ecosystem.
(B) A species of iguana occupies a keystone role on certain tropical islands, but does not play that role on adjacent tropical islands that are inhabited by a greater number of animal species.
(C) Close observation of a savannah ecosystem reveals that more species occupy keystone roles within that ecosystem than biologists had previously believed.
(D) As a keystone species of bee becomes more abundant, it has a larger effect on the ecosystem it inhabits.
(E) A species of moth that occupies a keystone role in a prairie habitat develops coloration patterns that camouflage it from potential predators.",B,"Evaluation

To answer this question, focus on the argument advanced in the last sentence of the passage and identify what information would support that argument. In the last sentence of the passage, the author claims that keystone status depends on context. The author then offers three contextual factors that may affect a species’ keystone status: geography, community diversity (i.e., the number of species in a given habitat), and length of species interaction. Evidence supporting this argument would show that context is important to a species’ keystone status.

A This scenario does not indicate anything about keystone status; this is simply a description of how species populations in a single ecosystem affect one another.
B Correct. That the iguana is a keystone species in a location that has limited species diversity but not a keystone species in a location that has greater species diversity suggests that keystone status does indeed depend on context. Thus, this example supports the author’s argument in the last sentence of the passage.
C That biologists were mistaken about keystone species in a particular ecosystem does not have a bearing on whether keystone status is context dependent.
D It is not surprising that an increase in a species’ population would lead to that species having a larger effect on its ecosystem—but this does not speak directly to the question of whether keystone status itself depends on context.
E A keystone species enhancing its ability to survive in a single ecosystem does not lend any support to the idea that keystone status depends on context. The moth’s keystone status would have to undergo some change for this to have a bearing on the question of context.

The correct answer is B.","While the most abundant and dominant species
 within a particular ecosystem is often crucial in
 perpetuating the ecosystem, a “keystone” species,
 here defined as one whose effects are much larger
 than would be predicted from its abundance, can
 also play a vital role. But because complex species
 interactions may be involved, identifying a keystone
 species by removing the species and observing
 changes in the ecosystem is problematic. It might
 seem that certain traits would clearly define a
 species as a keystone species; for example,
 Pisaster ochraceus is often a keystone predator
 because it consumes and suppresses mussel
 populations, which in the absence of this starfish
 can be a dominant species. But such predation on a
 dominant or potentially dominant species occurs in
 systems that do as well as in systems that do not
 have species that play keystone roles. Moreover,
 whereas P. ochraceus occupies an unambiguous
 keystone role on wave-exposed rocky headlands,
 in more wave-sheltered habitats the impact of
 P. ochraceus predation is weak or nonexistent,
 and at certain sites sand burial is responsible for
 eliminating mussels. Keystone status appears to
 depend on context, whether of particular
 geography or of such factors as community
 diversity (for example, a reduction in species
 diversity may thrust more of the remaining species
 into keystone roles) and length of species
 interaction (since newly arrived species in particular
 may dramatically affect ecosystems)."
RCQ116,RCP22,"The passage suggests which of the following about the identification of a species as a keystone species?
(A) Such an identification depends primarily on the species’ relationship to the dominant species.
(B) Such an identification can best be made by removing the species from a particular ecosystem and observing changes that occur in the ecosystem.
(C) Such an identification is likely to be less reliable as an ecosystem becomes less diverse.
(D) Such an identification seems to depend on various factors within the ecosystem.
(E) Such an identification can best be made by observing predation behavior.",D,"Inference

Answering this question requires identifying how the passage suggests that keystone species should be identified. The passage identifies a particular way in which keystone status should
not
be determined: removing a species and observing what happens to the ecosystem. The passage also argues that keystone status depends strongly on context: that is, an ecosystem’s characteristics, including its geography and inhabitants, determine its keystone species.

A While the passage uses an example of a keystone species, P. ochraceus , which preys on a species that would, in the keystone species’ absence, be dominant, there is nothing to suggest that a keystone species must have a particular relationship with the dominant, or potentially dominant, species in an ecosystem.
B The passage explicitly states that this method of identification would be problematic.
C A reduction in an ecosystem’s diversity might alter which species occupy keystone roles in that ecosystem, the passage suggests, but there is no indication that identifying such species would become more difficult.
D Correct. If, as the passage suggests, keystone status for any given species depends on the context of the ecosystem in which it lives, then it is likely that identifying keystone species depends strongly on understanding what factors of the ecosystem contribute to creating keystone status. The passage lists such factors as geography, community diversity, and species interaction.
E While the passage uses a predator, P. ochraceus , as its example of a keystone species, there is no indication that predation is an essential component of the actual definition of keystone species ( one whose effects are much larger than would be predicted from its abundance ).

The correct answer is D.","While the most abundant and dominant species
 within a particular ecosystem is often crucial in
 perpetuating the ecosystem, a “keystone” species,
 here defined as one whose effects are much larger
 than would be predicted from its abundance, can
 also play a vital role. But because complex species
 interactions may be involved, identifying a keystone
 species by removing the species and observing
 changes in the ecosystem is problematic. It might
 seem that certain traits would clearly define a
 species as a keystone species; for example,
 Pisaster ochraceus is often a keystone predator
 because it consumes and suppresses mussel
 populations, which in the absence of this starfish
 can be a dominant species. But such predation on a
 dominant or potentially dominant species occurs in
 systems that do as well as in systems that do not
 have species that play keystone roles. Moreover,
 whereas P. ochraceus occupies an unambiguous
 keystone role on wave-exposed rocky headlands,
 in more wave-sheltered habitats the impact of
 P. ochraceus predation is weak or nonexistent,
 and at certain sites sand burial is responsible for
 eliminating mussels. Keystone status appears to
 depend on context, whether of particular
 geography or of such factors as community
 diversity (for example, a reduction in species
 diversity may thrust more of the remaining species
 into keystone roles) and length of species
 interaction (since newly arrived species in particular
 may dramatically affect ecosystems)."
RCQ117,RCP23,"The passage is primarily concerned with
(A) defending a controversial approach
(B) criticizing an accepted view
(C) summarizing research findings
(D) contrasting competing theories
(E) describing an innovative technique",C,"Main idea

Figuring out the authors’ primary concern depends on a careful review of the passage as a whole. The first paragraph identifies the larger question that is the context for the authors’ investigation. The second paragraph presents the part of the question the authors researched, concluding with their unexpected results. The third paragraph explains the importance of these findings in relation to the larger question of the universe’s possible “
close
.” The authors’ primary purpose in this passage is to summarize the findings of their research.

A The authors do not discuss approaches to the question they research.
B The authors mention that their findings do not conform to Kepler’s law, but the passage’s primary focus is on summarizing research findings and not on criticizing any particular view.
C Correct. This passage presents a summation of the findings of the authors’ research.
D The authors do not contrast different theories in this passage.
E The authors do not discuss new techniques in this passage.

The correct answer is C.","After evidence was obtained in the 1920s that
 the universe is expanding, it became reasonable to
 ask: Will the universe continue to expand
 indefinitely, or is there enough mass in it for the
 mutual attraction of its constituents to bring this
 expansion to a halt? It can be calculated that the
 critical density of matter needed to brake the
 expansion and “close” the universe is equivalent to
 three hydrogen atoms per cubic meter. But the
 density of the observable universe—luminous
 matter in the form of galaxies—comes to only a
 fraction of this. If the expansion of the universe is
 to stop, there must be enough invisible matter in
 the universe to exceed the luminous matter in
 density by a factor of roughly 70.
 Our contribution to the search for this “missing
 matter” has been to study the rotational velocity of
 galaxies at various distances from their center of
 rotation. It has been known for some time that
 outside the bright nucleus of a typical spiral galaxy
 luminosity falls off rapidly with distance from the
 center. If luminosity were a true indicator of mass,
 most of the mass would be concentrated toward
 the center. Outside the nucleus the rotational
 velocity would decrease geometrically with
 distance from the center, in conformity with
 Kepler’s law. Instead we have found that the
 rotational velocity in spiral galaxies either remains
 constant with increasing distance from the center
 or increases slightly. This unexpected result
 indicates that the falloff in luminous mass with
 distance from the center is balanced by an
 increase in nonluminous mass.
 Our findings suggest that as much as 90 percent
 of the mass of the universe is not radiating at any
 wavelength with enough intensity to be detected
 on the Earth. Such dark matter could be in the
 form of extremely dim stars of low mass, of large
 planets like Jupiter, or of black holes, either small
 or massive. While it has not yet been determined
 whether this mass is sufficient to close the
 universe, some physicists consider it significant
 that estimates are converging on the critical value."
RCQ118,RCP23,"The authors’ study indicates that, in comparison with the outermost regions of a typical spiral galaxy, the region just outside the nucleus can be characterized as having
(A) higher rotational velocity and higher luminosity
(B) lower rotational velocity and higher luminosity
(C) lower rotational velocity and lower luminosity
(D) similar rotational velocity and higher luminosity
(E) similar rotational velocity and similar luminosity",D,"Inference

In the second paragraph, the authors observe that
outside the bright nucleus of a typical spiral galaxy luminosity falls off rapidly
(lines 20–21); the region just outside the nucleus may thus be characterized as having higher luminosity than the outermost regions of a spiral galaxy. Their research finds that
the rotational velocity in spiral galaxies either remains constant with increasing distance from the center or increases slightly
(lines 27–30). The region just outside the nucleus may thus be characterized as sharing with the outermost regions of a spiral galaxy a similar rotational velocity.

A This region was expected to have higher rotational velocity, but the research findings did not corroborate this hypothesis; it is correct that the region has higher luminosity.
B The region does have higher luminosity, but not lower rotational velocity.
C The region has neither lower luminosity nor lower rotational velocity.
D Correct. The region has similar rotational velocity and higher luminosity.
E The region has similar rotational velocity but higher luminosity.

The correct answer is D.","After evidence was obtained in the 1920s that
 the universe is expanding, it became reasonable to
 ask: Will the universe continue to expand
 indefinitely, or is there enough mass in it for the
 mutual attraction of its constituents to bring this
 expansion to a halt? It can be calculated that the
 critical density of matter needed to brake the
 expansion and “close” the universe is equivalent to
 three hydrogen atoms per cubic meter. But the
 density of the observable universe—luminous
 matter in the form of galaxies—comes to only a
 fraction of this. If the expansion of the universe is
 to stop, there must be enough invisible matter in
 the universe to exceed the luminous matter in
 density by a factor of roughly 70.
 Our contribution to the search for this “missing
 matter” has been to study the rotational velocity of
 galaxies at various distances from their center of
 rotation. It has been known for some time that
 outside the bright nucleus of a typical spiral galaxy
 luminosity falls off rapidly with distance from the
 center. If luminosity were a true indicator of mass,
 most of the mass would be concentrated toward
 the center. Outside the nucleus the rotational
 velocity would decrease geometrically with
 distance from the center, in conformity with
 Kepler’s law. Instead we have found that the
 rotational velocity in spiral galaxies either remains
 constant with increasing distance from the center
 or increases slightly. This unexpected result
 indicates that the falloff in luminous mass with
 distance from the center is balanced by an
 increase in nonluminous mass.
 Our findings suggest that as much as 90 percent
 of the mass of the universe is not radiating at any
 wavelength with enough intensity to be detected
 on the Earth. Such dark matter could be in the
 form of extremely dim stars of low mass, of large
 planets like Jupiter, or of black holes, either small
 or massive. While it has not yet been determined
 whether this mass is sufficient to close the
 universe, some physicists consider it significant
 that estimates are converging on the critical value."
RCQ119,RCP23,"The authors’ suggestion that “as much as 90 percent of the mass of the universe is not radiating at any wavelength with enough intensity to be detected on the Earth” (lines 34–37) would be most weakened if which of the following were discovered to be true?
(A) Spiral galaxies are less common than types of galaxies that contain little nonluminous matter.
(B) Luminous and nonluminous matter are composed of the same basic elements.
(C) The bright nucleus of a typical spiral galaxy also contains some nonluminous matter.
(D) The density of the observable universe is greater than most previous estimates have suggested.
(E) Some galaxies do not rotate or rotate too slowly for their rotational velocity to be measured.",A,"Application

The authors’ conclusion about nonluminous matter is based on their study of the rotational velocity of spiral galaxies. If spiral galaxies were found to be atypical of galaxies, then it would be possible that, in those other galaxies, nonluminous matter does not increase as luminous matter decreases. If this were the case, the authors’ conclusion would be based on a sample of galaxies not representative of the whole, and their argument would be seriously weakened.

A Correct. The authors’ conclusion assumes that spiral galaxies are typical of all galaxies; information calling that assumption into question weakens the argument.
B The relation rather than the composition of luminous and nonluminous mass is relevant to the conclusion.
C Nonluminous mass increases as luminous mass decreases: This finding does not rule out that the nucleus contains some nonluminous mass; the argument is not affected.
D The density of the observable universe is only a fraction of the density needed to “ close ” the universe, so even if this density were greater, it is not likely to exceed the density of nonluminous matter.
E The authors are concerned only with measurable rotational velocity.

The correct answer is A.","After evidence was obtained in the 1920s that
 the universe is expanding, it became reasonable to
 ask: Will the universe continue to expand
 indefinitely, or is there enough mass in it for the
 mutual attraction of its constituents to bring this
 expansion to a halt? It can be calculated that the
 critical density of matter needed to brake the
 expansion and “close” the universe is equivalent to
 three hydrogen atoms per cubic meter. But the
 density of the observable universe—luminous
 matter in the form of galaxies—comes to only a
 fraction of this. If the expansion of the universe is
 to stop, there must be enough invisible matter in
 the universe to exceed the luminous matter in
 density by a factor of roughly 70.
 Our contribution to the search for this “missing
 matter” has been to study the rotational velocity of
 galaxies at various distances from their center of
 rotation. It has been known for some time that
 outside the bright nucleus of a typical spiral galaxy
 luminosity falls off rapidly with distance from the
 center. If luminosity were a true indicator of mass,
 most of the mass would be concentrated toward
 the center. Outside the nucleus the rotational
 velocity would decrease geometrically with
 distance from the center, in conformity with
 Kepler’s law. Instead we have found that the
 rotational velocity in spiral galaxies either remains
 constant with increasing distance from the center
 or increases slightly. This unexpected result
 indicates that the falloff in luminous mass with
 distance from the center is balanced by an
 increase in nonluminous mass.
 Our findings suggest that as much as 90 percent
 of the mass of the universe is not radiating at any
 wavelength with enough intensity to be detected
 on the Earth. Such dark matter could be in the
 form of extremely dim stars of low mass, of large
 planets like Jupiter, or of black holes, either small
 or massive. While it has not yet been determined
 whether this mass is sufficient to close the
 universe, some physicists consider it significant
 that estimates are converging on the critical value."
RCQ120,RCP23,"It can be inferred from information presented in the passage that if the density of the universe were equivalent to significantly less than three hydrogen atoms per cubic meter, which of the following would be true as a consequence?
(A) Luminosity would be a true indicator of mass.
(B) Different regions in spiral galaxies would rotate at the same velocity.
(C) The universe would continue to expand indefinitely.
(D) The density of the invisible matter in the universe would have to be more than 70 times the density of the luminous matter.
(E) More of the invisible matter in spiral galaxies would have to be located in their nuclei than in their outer regions.",C,"Inference

An inference is drawn from stated information. This question refers to the first paragraph, where the authors explain that
the critical density of matter needed to brake the expansion and “close” the universe is equivalent to three hydrogen atoms per cubic meter
(lines 6–9). If the density is significantly less, then the universe will not “
close
” but continue to expand indefinitely.

A The authors’ finding that luminosity is not a true indicator of mass is not derived from the conclusion that the density is less than three hydrogen atoms per cubic meter.
B The authors’ finding that different regions rotate at similar velocities does not come from the hypothesis about the density of the universe.
C Correct. If the critical density needed to “ close ” the universe is equivalent to three hydrogen atoms per cubic meter, then a density of significantly less than this amount means that the universe will continue its expansion.
D This statement would be true of the hypothetical “ close ” of the universe, but if the density is less than three hydrogen atoms per cubic meter, the universe will continue its expansion.
E This statement cannot be inferred from the hypothesis about the density of the universe.

The correct answer is C.","After evidence was obtained in the 1920s that
 the universe is expanding, it became reasonable to
 ask: Will the universe continue to expand
 indefinitely, or is there enough mass in it for the
 mutual attraction of its constituents to bring this
 expansion to a halt? It can be calculated that the
 critical density of matter needed to brake the
 expansion and “close” the universe is equivalent to
 three hydrogen atoms per cubic meter. But the
 density of the observable universe—luminous
 matter in the form of galaxies—comes to only a
 fraction of this. If the expansion of the universe is
 to stop, there must be enough invisible matter in
 the universe to exceed the luminous matter in
 density by a factor of roughly 70.
 Our contribution to the search for this “missing
 matter” has been to study the rotational velocity of
 galaxies at various distances from their center of
 rotation. It has been known for some time that
 outside the bright nucleus of a typical spiral galaxy
 luminosity falls off rapidly with distance from the
 center. If luminosity were a true indicator of mass,
 most of the mass would be concentrated toward
 the center. Outside the nucleus the rotational
 velocity would decrease geometrically with
 distance from the center, in conformity with
 Kepler’s law. Instead we have found that the
 rotational velocity in spiral galaxies either remains
 constant with increasing distance from the center
 or increases slightly. This unexpected result
 indicates that the falloff in luminous mass with
 distance from the center is balanced by an
 increase in nonluminous mass.
 Our findings suggest that as much as 90 percent
 of the mass of the universe is not radiating at any
 wavelength with enough intensity to be detected
 on the Earth. Such dark matter could be in the
 form of extremely dim stars of low mass, of large
 planets like Jupiter, or of black holes, either small
 or massive. While it has not yet been determined
 whether this mass is sufficient to close the
 universe, some physicists consider it significant
 that estimates are converging on the critical value."
RCQ121,RCP23,"The authors propose all of the following as possibly contributing to the “missing matter” in spiral galaxies EXCEPT
(A) massive black holes
(B) small black holes
(C) small, dim stars
(D) massive stars
(E) large planets",D,"Supporting ideas

This question asks the reader to find the list of possible explanations for the “
missing
” or dark matter that the authors give in the passage and to check that list against the possible answers. Using the process of elimination will show which answer is not included on the authors’ list. In the final paragraph, the authors write,
Such dark matter could be in the form of extremely dim stars of low mass, of large planets like Jupiter, or of black holes, either small or massive
(lines 37–40).

A The authors include massive black holes.
B The authors include small black holes.
C The authors include small, dim stars.
D Correct. The authors do not include massive stars in their list of possible explanations for “ missing matter .”
E The authors include large planets.

The correct answer is D.","After evidence was obtained in the 1920s that
 the universe is expanding, it became reasonable to
 ask: Will the universe continue to expand
 indefinitely, or is there enough mass in it for the
 mutual attraction of its constituents to bring this
 expansion to a halt? It can be calculated that the
 critical density of matter needed to brake the
 expansion and “close” the universe is equivalent to
 three hydrogen atoms per cubic meter. But the
 density of the observable universe—luminous
 matter in the form of galaxies—comes to only a
 fraction of this. If the expansion of the universe is
 to stop, there must be enough invisible matter in
 the universe to exceed the luminous matter in
 density by a factor of roughly 70.
 Our contribution to the search for this “missing
 matter” has been to study the rotational velocity of
 galaxies at various distances from their center of
 rotation. It has been known for some time that
 outside the bright nucleus of a typical spiral galaxy
 luminosity falls off rapidly with distance from the
 center. If luminosity were a true indicator of mass,
 most of the mass would be concentrated toward
 the center. Outside the nucleus the rotational
 velocity would decrease geometrically with
 distance from the center, in conformity with
 Kepler’s law. Instead we have found that the
 rotational velocity in spiral galaxies either remains
 constant with increasing distance from the center
 or increases slightly. This unexpected result
 indicates that the falloff in luminous mass with
 distance from the center is balanced by an
 increase in nonluminous mass.
 Our findings suggest that as much as 90 percent
 of the mass of the universe is not radiating at any
 wavelength with enough intensity to be detected
 on the Earth. Such dark matter could be in the
 form of extremely dim stars of low mass, of large
 planets like Jupiter, or of black holes, either small
 or massive. While it has not yet been determined
 whether this mass is sufficient to close the
 universe, some physicists consider it significant
 that estimates are converging on the critical value."
RCQ122,RCP24,"The primary purpose of the passage is to
(A) advocate a more positive attitude toward technological change
(B) discuss the implications for employees of the modernization of a telephone exchange
(C) consider a successful challenge to the constructivist view of technological change
(D) challenge the position of advocates of technological determinism
(E) suggest that the social causes of technological change should be studied in real situations",C,"Main idea

This question asks for an assessment of what the passage as a whole is doing. The passage introduces Clark’s study as a
solid contribution
(line 3) to the debate between technological determinists and social constructivists. In the second paragraph, Braverman is introduced as holding a position of social constructivism, a position that Clark takes issue with. In the final paragraph, the passage holds that
Clark refutes the extremes of the constructivists
(line 31), and Clark’s arguments challenging social constructivism are then described.

A The passage takes no position on the merits of technological change but is concerned only with the role of such change in society.
B The passage mentions telephone exchange workers as an example that helps illustrate the more central debate between determinists and constructivists.
C Correct. The passage is mainly concerned with portraying Clark’s view as a successful challenge to constructivism.
D The passage describes Clark’s view as a successful challenge to social constructivism, not technological determinism.
E The passage is concerned with describing a challenge to social constructivism and not with suggesting the context in which technological change ought to be studied.

The correct answer is C.","Jon Clark’s study of the effect of the modernization
 of a telephone exchange on exchange maintenance
 work and workers is a solid contribution to a debate
 that encompasses two lively issues in the history and
 sociology of technology: technological determinism
 and social constructivism.
 Clark makes the point that the characteristics of a
 technology have a decisive influence on job skills and
 work organization. Put more strongly, technology can
 be a primary determinant of social and managerial
 organization. Clark believes this possibility has been
 obscured by the recent sociological fashion,
 exemplified by Braverman’s analysis, that emphasizes
 the way machinery reflects social choices. For
 Braverman, the shape of a technological system is
 subordinate to the manager’s desire to wrest control
 of the labor process from the workers. Technological
 change is construed as the outcome of negotiations
 among interested parties who seek to incorporate
 their own interests into the design and configuration
 of the machinery. This position represents the new
 mainstream called social constructivism.
 The constructivists gain acceptance by
 misrepresenting technological determinism:
 technological determinists are supposed to believe,
 for example, that machinery imposes appropriate
 forms of order on society. The alternative to
 constructivism, in other words, is to view technology
 as existing outside society, capable of directly
 influencing skills and work organization.
 Clark refutes the extremes of the constructivists
 by both theoretical and empirical arguments.
 Theoretically he defines “technology” in terms of
 relationships between social and technical variables.
 Attempts to reduce the meaning of technology to
 cold, hard metal are bound to fail, for machinery is
 just scrap unless it is organized functionally and
 supported by appropriate systems of operation and
 maintenance. At the empirical level Clark shows how
 a change at the telephone exchange from
 maintenance-intensive electromechanical switches to
 semielectronic switching systems altered work
 tasks, skills, training opportunities, administration,
 and organization of workers. Some changes Clark
 attributes to the particular way management and
 labor unions negotiated the introduction of the
 technology, whereas others are seen as arising from
 the capabilities and nature of the technology itself.
 Thus Clark helps answer the question: “When is
 social choice decisive and when are the concrete
 characteristics of technology more important?”"
RCQ123,RCP24,"Which of the following statements about the modernization of the telephone exchange is supported by information in the passage?
(A) The new technology reduced the role of managers in labor negotiations.
(B) The modernization was implemented without the consent of the employees directly affected by it.
(C) The modernization had an impact that went significantly beyond maintenance routines.
(D) Some of the maintenance workers felt victimized by the new technology.
(E) The modernization gave credence to the view of advocates of social constructivism.",C,"Supporting ideas

This question requires recognizing information contained in the passage. The passage states in the first paragraph that Clark’s study focused on the modernization of a telephone exchange and the effect this had on maintenance work and workers. After describing Braverman’s analysis in the second paragraph as being at odds with Clark’s views, the passage discusses Clark’s views in more detail in the final paragraph. As part of this discussion, the passage notes that Clark shows how a change from
maintenance-intensive electromechanical switches to semielectronic switching
systems
at the telephone exchange
altered work tasks, skills, training opportunities, administration, and organization of workers
(lines 42–44). Thus, the passage shows that the modernization of the telephone exchange affected much more than maintenance routines.

A The passage does not discuss whether new technology reduces the role of managers in labor negotiations.
B The passage does not discuss the role of employee consent in the modernization of the telephone exchange.
C Correct. The passage states that the modernization of the telephone exchange affected tasks, skills, training, administration, and the organization of workers.
D The passage does not suggest that maintenance workers felt victimized by the modernization of the telephone exchange.
E The passage describes modernization as a fact viewable from a perspective of social constructivism or technological determinism, but that does not in itself support either view.

The correct answer is C.","Jon Clark’s study of the effect of the modernization
 of a telephone exchange on exchange maintenance
 work and workers is a solid contribution to a debate
 that encompasses two lively issues in the history and
 sociology of technology: technological determinism
 and social constructivism.
 Clark makes the point that the characteristics of a
 technology have a decisive influence on job skills and
 work organization. Put more strongly, technology can
 be a primary determinant of social and managerial
 organization. Clark believes this possibility has been
 obscured by the recent sociological fashion,
 exemplified by Braverman’s analysis, that emphasizes
 the way machinery reflects social choices. For
 Braverman, the shape of a technological system is
 subordinate to the manager’s desire to wrest control
 of the labor process from the workers. Technological
 change is construed as the outcome of negotiations
 among interested parties who seek to incorporate
 their own interests into the design and configuration
 of the machinery. This position represents the new
 mainstream called social constructivism.
 The constructivists gain acceptance by
 misrepresenting technological determinism:
 technological determinists are supposed to believe,
 for example, that machinery imposes appropriate
 forms of order on society. The alternative to
 constructivism, in other words, is to view technology
 as existing outside society, capable of directly
 influencing skills and work organization.
 Clark refutes the extremes of the constructivists
 by both theoretical and empirical arguments.
 Theoretically he defines “technology” in terms of
 relationships between social and technical variables.
 Attempts to reduce the meaning of technology to
 cold, hard metal are bound to fail, for machinery is
 just scrap unless it is organized functionally and
 supported by appropriate systems of operation and
 maintenance. At the empirical level Clark shows how
 a change at the telephone exchange from
 maintenance-intensive electromechanical switches to
 semielectronic switching systems altered work
 tasks, skills, training opportunities, administration,
 and organization of workers. Some changes Clark
 attributes to the particular way management and
 labor unions negotiated the introduction of the
 technology, whereas others are seen as arising from
 the capabilities and nature of the technology itself.
 Thus Clark helps answer the question: “When is
 social choice decisive and when are the concrete
 characteristics of technology more important?”"
RCQ124,RCP24,"Which of the following most accurately describes Clark’s opinion of Braverman’s position?
(A) He respects its wide-ranging popularity.
(B) He disapproves of its misplaced emphasis on the influence of managers.
(C) He admires the consideration it gives to the attitudes of the workers affected.
(D) He is concerned about its potential to impede the implementation of new technologies.
(E) He is sympathetic to its concern about the impact of modern technology on workers.",B,"Inference

Answering this question requires inferring what the passage’s author likely believes. The passage describes Braverman’s position as one of mainstream social constructivism (lines 23–24), a position that Clark takes issue with. Although it describes Braverman’s position, the rest of the passage is devoted to showing how Clark’s position takes issue with Braverman’s. In the second paragraph, the passage describes Clark as holding that
technology can be a primary determinant of social and managerial organization
(lines 9–11), which suggests that managers are sometimes subordinate to technological change. In lines 15–17, however, Braverman is described as holding that
the shape of a technological system is subordinate to the manager’s desire to wrest control of the labor process from the workers
, which shows that Clark and Braverman are at odds on this point.

A Since the passage says that Clark believes an important insight has been obscured by the recent sociological fashion that Braverman’s views exemplify (lines 11–14), one cannot infer that Clark respects the popularity of Braverman’s views.
B Correct. The passage shows that Clark believes managers to have less influence over how technology affects an organization than Braverman claims that they have.
C The passage does not indicate that Clark admires any aspect of Braverman’s position.
D The passage does not indicate that Clark considers impediments to modernization.
E The passage does not indicate that Clark is sympathetic to any concerns attributed to Braverman.

The correct answer is B.","Jon Clark’s study of the effect of the modernization
 of a telephone exchange on exchange maintenance
 work and workers is a solid contribution to a debate
 that encompasses two lively issues in the history and
 sociology of technology: technological determinism
 and social constructivism.
 Clark makes the point that the characteristics of a
 technology have a decisive influence on job skills and
 work organization. Put more strongly, technology can
 be a primary determinant of social and managerial
 organization. Clark believes this possibility has been
 obscured by the recent sociological fashion,
 exemplified by Braverman’s analysis, that emphasizes
 the way machinery reflects social choices. For
 Braverman, the shape of a technological system is
 subordinate to the manager’s desire to wrest control
 of the labor process from the workers. Technological
 change is construed as the outcome of negotiations
 among interested parties who seek to incorporate
 their own interests into the design and configuration
 of the machinery. This position represents the new
 mainstream called social constructivism.
 The constructivists gain acceptance by
 misrepresenting technological determinism:
 technological determinists are supposed to believe,
 for example, that machinery imposes appropriate
 forms of order on society. The alternative to
 constructivism, in other words, is to view technology
 as existing outside society, capable of directly
 influencing skills and work organization.
 Clark refutes the extremes of the constructivists
 by both theoretical and empirical arguments.
 Theoretically he defines “technology” in terms of
 relationships between social and technical variables.
 Attempts to reduce the meaning of technology to
 cold, hard metal are bound to fail, for machinery is
 just scrap unless it is organized functionally and
 supported by appropriate systems of operation and
 maintenance. At the empirical level Clark shows how
 a change at the telephone exchange from
 maintenance-intensive electromechanical switches to
 semielectronic switching systems altered work
 tasks, skills, training opportunities, administration,
 and organization of workers. Some changes Clark
 attributes to the particular way management and
 labor unions negotiated the introduction of the
 technology, whereas others are seen as arising from
 the capabilities and nature of the technology itself.
 Thus Clark helps answer the question: “When is
 social choice decisive and when are the concrete
 characteristics of technology more important?”"
